video_duration_sec,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
29,288187,3267,983,28,16
42,621183,113625,27129,1078,356
48,874884,22287,7492,262,61
25,630322,40179,15328,326,110
21,7743,2386,65,3,1
35,901778,335987,97458,7252,3403
58,359569,178798,2976,4,2
58,767012,18970,3352,161,4
46,632847,375300,100834,3074,1801
31,59584,6256,2137,103,21
25,56272,34993,5859,846,464
23,463190,132915,11375,3162,2053
20,125811,40189,9567,340,226
6,143598,24938,1528,533,88
10,756472,170466,29015,1343,188
17,484482,296579,14950,6375,4146
33,822466,174649,40551,3495,127
38,546845,174433,40538,1637,313
18,37765,10336,642,144,17
26,751027,357512,12569,7034,2267
50,839997,24804,7924,193,127
6,408248,83833,10736,425,130
26,605193,325026,54013,3473,1448
56,658762,185227,8539,2798,959
41,105745,4520,906,106,59
60,873645,507546,89907,10039,1198
57,860495,39294,5330,888,521
34,405630,199644,36687,1510,90
39,162496,54480,13480,471,263
10,129420,70234,12764,31,19
22,229606,85757,9539,151,34
40,445351,173858,18136,3023,558
60,964742,482665,158765,1535,21
44,311873,113255,2586,952,611
29,990735,569784,210192,9151,62
18,605962,39824,11021,147,38
44,367129,91678,26151,2074,618
19,312611,148616,4557,1966,128
24,400611,198402,75322,928,157
33,984925,447076,86147,10439,5806
29,902957,125243,30885,935,195
22,976064,605757,241010,9263,3292
16,856200,144446,1030,2947,596
48,470321,10410,202,21,6
38,780006,321329,118973,667,414
58,418586,74240,28090,1822,723
53,774172,358953,85006,5015,2167
56,613476,269063,21814,4263,22
6,674316,144722,3300,3136,2017
13,995619,639877,90602,14044,8674
19,584738,386597,139266,7032,4198
51,644229,363998,77870,3356,1443
57,74648,31333,10798,750,195
35,988928,122153,29449,1724,1147
20,986185,303218,39656,2464,906
30,589085,226681,13172,5021,2086
40,407369,177874,54706,2331,522
10,183115,34766,3781,380,158
6,175467,15946,4182,379,13
11,837557,20668,2810,453,244
47,130309,75741,991,1467,344
35,358376,73507,14717,771,342
33,271577,94024,33785,1702,506
42,1207,616,68,2,1
14,283845,69251,5356,1077,484
44,173786,107126,42189,1596,685
32,592150,47815,16652,537,139
26,571140,179727,21569,1589,156
55,764961,139465,15365,850,416
21,21410,14132,5442,12,2
15,715833,101534,12250,1615,490
39,736122,334373,126887,9,5
30,702392,89924,10765,10,4
60,242004,43482,5256,128,38
39,522334,336896,1891,12,3
17,654903,112476,2813,1820,945
26,878196,467455,74863,5217,1380
39,503271,219356,39733,3036,1470
11,515838,197583,50469,3778,991
5,664928,326534,75798,2093,616
10,105118,36072,3213,399,138
16,240326,56696,13834,515,283
26,778570,501251,79552,5092,227
36,172251,15143,5302,313,194
49,810005,446563,50085,1622,665
56,804365,82311,29534,1757,987
47,839723,285904,82329,3802,866
47,423207,155160,21562,2569,846
10,882298,458501,122391,788,221
25,378439,198277,60207,2621,666
48,595744,163106,56053,640,225
32,978247,336381,23838,3893,251
46,971172,157548,52544,1972,83
41,750764,448677,8468,4051,1951
60,175128,63790,4735,42,17
9,450270,114747,35225,1247,566
58,54333,28546,1685,317,159
25,796072,453612,83674,7422,887
28,298303,44294,10260,613,64
16,999817,385415,63849,5330,2475
18,42769,10696,2609,126,12
49,838239,496118,24294,12227,3051
25,255040,100693,6531,1464,325
28,170594,83675,5955,1906,5
41,620828,262089,42528,1116,252
50,137697,56939,1113,496,232
56,85946,30733,7940,350,229
56,833028,515915,156878,10593,400
33,287976,34240,12792,349,164
22,401024,34162,2971,577,260
22,947144,276768,80416,5662,3156
59,460859,109559,18687,2629,1050
36,795397,156635,36742,665,257
23,578602,14165,4061,135,23
59,920041,360995,42372,1240,640
11,430161,230416,61271,2241,1113
23,796203,166149,54437,2650,1020
29,181276,4422,382,45,12
36,703329,437141,121504,2531,1395
32,805705,69751,8950,1257,346
22,512547,58356,23336,74,16
29,28654,7836,1896,115,28
57,755838,246138,92439,5777,1200
31,881128,500570,81197,669,255
16,688253,1709,69,0,0
15,639909,355180,28191,6054,1445
14,434797,14194,2892,233,141
37,777108,313087,80188,4250,1871
13,906734,30576,6778,140,54
35,441826,218402,29608,4106,2356
15,594248,277816,46602,4793,892
28,569463,340932,9612,5626,3023
55,595007,329116,65864,5985,1819
44,586271,15529,3603,296,47
26,935912,192419,18208,951,488
58,737006,66817,20264,377,62
18,685476,146471,11351,1439,576
48,470313,236638,84197,2352,1065
45,111758,24380,710,61,25
10,207928,38202,9877,294,77
57,961847,537912,125351,12606,2311
59,953846,349872,65796,2669,724
55,213733,35541,13559,389,115
57,908558,537957,38042,12588,4691
10,561097,149838,55040,1532,888
22,891814,393981,136373,6462,2486
42,838741,284576,63375,4041,661
9,539467,220910,12221,2082,357
28,975818,410229,130998,9097,601
27,816941,499687,197742,1246,741
21,326879,199568,2945,177,20
31,209181,24636,5182,251,56
49,182477,84453,7508,985,92
48,539300,348481,83880,5662,1088
45,141235,51598,11349,181,79
21,715043,85731,30750,1322,840
5,164241,32994,1131,524,18
8,965057,518708,110609,12912,3585
5,620166,232204,11486,133,78
33,484252,290045,95708,2070,697
12,229907,86886,1067,1529,617
43,672344,385752,101679,536,298
37,469970,176631,51614,2406,861
57,614605,56247,12997,1097,177
59,967274,256710,74675,3909,221
40,631388,325966,28761,2713,1753
46,445154,10020,3083,97,22
9,52093,1094,26,20,2
26,607902,49788,9311,317,149
12,14843,9745,2313,189,123
8,648178,335195,90755,4433,1582
20,637210,147672,24329,2014,511
52,846633,154640,26183,1982,56
27,194647,105561,690,1074,337
23,740551,265308,6795,5114,1693
58,680662,201970,30419,3494,649
37,905588,483344,6896,2044,380
8,895689,400904,18312,9086,480
26,155501,76909,17956,1835,6
48,728041,273282,77444,4890,590
50,704472,230321,72569,2114,180
45,945178,203310,21440,3952,1109
30,90131,44618,13132,439,121
33,418040,141469,24784,1026,224
38,553003,20506,350,295,196
52,225738,134203,53182,1313,719
42,662018,59623,22402,522,12
41,659859,58398,17967,1349,124
58,692140,74106,21445,1286,314
6,249040,73487,18146,862,367
50,106570,31133,6236,372,4
53,892651,137698,41418,1642,600
7,347427,150693,21299,2643,548
13,233127,79325,10170,189,68
59,305195,180903,40413,3998,783
11,839129,326265,83368,2838,330
11,692303,174817,26925,509,302
59,673522,415293,102144,3812,1137
30,274394,34949,9616,707,245
58,6805,4273,24,83,13
12,280603,60305,19316,1034,234
13,202785,84970,847,354,41
60,428301,227522,55932,5485,1702
49,159841,73116,10754,289,156
58,30651,2649,725,59,5
41,938282,601965,89977,5362,3328
33,596941,284927,46009,1770,102
51,137986,65297,20130,1073,691
5,835433,470651,157970,3319,980
40,645689,30370,8297,681,19
39,792583,471513,106802,10825,1900
58,664793,388758,110728,6781,3635
19,214187,46099,10109,182,26
45,742062,324878,19843,46,4
37,672000,410087,124153,2633,515
20,274000,6431,2444,14,2
52,185533,93901,10108,2075,555
35,624215,130743,3552,1616,1037
48,484231,64331,3171,749,165
44,52830,4890,876,77,28
49,756808,427040,65223,9505,1759
57,815684,26651,8179,566,77
21,54563,28891,10555,577,127
41,697883,241931,6407,764,269
11,959721,183058,8686,2298,663
9,178632,49415,19760,554,159
16,8949,4038,1042,94,33
15,273325,129561,37502,1675,924
20,380682,199087,35795,4312,835
29,780760,462461,17531,6511,838
59,19842,9367,2,43,2
38,137198,47501,2657,872,536
41,523325,68843,285,1005,328
20,69588,33683,5068,343,194
23,316653,94182,23296,1030,234
35,758890,122450,6361,2000,856
9,147627,19014,955,65,31
53,640336,241570,15456,3572,1271
35,96474,41844,2180,709,163
54,507107,2899,748,3,1
20,915894,401859,96252,8339,3075
44,292142,90384,17953,1694,73
13,742604,311371,13200,3502,1324
5,42097,6841,1114,170,30
54,329490,17499,1573,341,54
9,988399,584443,125693,268,118
51,971587,348711,8546,8588,1579
37,660365,68171,749,1391,589
36,908672,191104,69432,1881,1100
54,65679,18463,304,126,58
55,99003,25072,3144,322,67
37,780711,501804,195344,7213,3531
26,59253,18891,6564,452,6
56,271965,110932,2741,2056,725
52,644136,300344,32220,6852,928
26,767106,169389,40142,3888,2167
23,826951,82107,21492,233,60
23,255774,64381,8207,1085,651
52,405864,255800,68287,94,4
60,478695,12825,3542,255,65
42,63340,32470,7728,446,183
34,676182,422009,13207,2574,824
20,922684,13982,2456,282,134
48,236078,88434,29109,1931,536
36,83144,47400,16689,797,369
23,442839,1550,401,29,16
39,12685,7026,137,42,12
60,390012,141678,31382,1323,183
58,34359,14486,3863,317,64
12,486656,110193,32210,1426,116
35,654546,207596,55664,3074,1924
19,310693,131858,22044,3086,650
40,583194,304960,59834,6274,1787
13,85115,18752,7344,237,102
45,75225,20432,636,84,39
15,406967,79015,6969,1824,99
52,435266,82942,26152,557,138
14,982945,313221,2157,7343,59
35,274953,173552,60852,2221,1287
53,745042,190033,46285,1166,8
43,447670,208760,42970,424,241
58,486343,12588,685,171,93
25,649418,234715,55818,4215,951
56,931616,314630,70698,3174,393
14,793671,473319,130000,6520,3820
9,222923,6504,1574,23,5
11,556672,230014,17375,4958,1715
53,194766,108081,23835,2550,26
18,700655,409342,29617,5414,3507
46,532183,65299,6908,811,273
40,876236,47475,13804,489,52
52,11494,1846,486,43,4
12,780770,158117,16586,2525,1177
38,273464,140785,36306,695,320
14,668237,150429,21480,1303,116
6,217396,39948,13494,368,90
47,876282,184239,9932,2846,1045
14,388208,25286,3825,230,116
28,180106,14076,2700,1184,
28,244686,19914,7319,347,160
28,629139,203388,21868,4217,2764
48,746639,8800,237,145,30
49,898711,396784,67877,8470,4566
16,39581,11435,2190,194,64
60,701529,39248,5994,122,67
55,629049,231135,9035,5399,8
13,200579,59424,17701,1195,627
16,248977,53250,5196,1267,785
19,690365,157044,45744,2051,442
36,701381,269433,11618,1617,407
28,671645,262868,22842,4954,568
58,467313,75643,23053,1007,125
30,288617,11285,3559,182,96
6,502004,157505,60007,2935,384
52,509135,191235,65005,3894,785
49,684635,383451,63609,3327,1001
53,183240,93693,20144,942,142
24,251319,114058,1814,575,301
44,702669,51703,7211,47,1
20,600053,396587,3986,6782,2275
10,511126,200304,17785,1385,278
40,277202,139716,47943,845,222
7,242834,70784,2521,911,136
52,125038,40915,2114,60,37
37,428015,29985,11696,260,126
55,462222,105970,15268,2031,1252
57,422850,35349,12338,781,34
12,230391,120970,7693,1802,1143
13,492684,276819,73367,2726,860
28,898134,2647,668,4,2
49,742440,351244,116603,5725,761
34,275202,30738,4466,372,208
38,129919,34421,876,503,70
49,372261,117790,43052,205,54
19,21773,4860,1441,60,6
55,81615,33063,3717,371,45
47,375827,220037,76405,3452,43
10,390130,49103,12898,722,71
41,385458,241815,11766,6038,3126
12,327943,62939,24725,739,330
21,494953,23889,9508,521,273
50,208032,61647,17108,726,221
36,729977,71277,18680,483,217
57,277346,75041,2556,294,3
52,805393,360158,61212,4358,1596
11,720104,284741,8154,2278,47
32,102756,25295,9500,391,223
53,457194,154989,48234,1241,384
31,248664,159899,4962,2817,1521
30,139042,2701,334,19,5
19,207198,104615,2260,1679,1041
30,684108,12232,3296,73,31
17,800555,349912,37261,1950,8
36,89644,33126,961,432,7
28,904454,109224,7516,524,297
18,731744,39491,5678,73,33
50,838393,452910,164627,9422,2131
8,147107,88340,12454,423,239
15,132555,78034,8307,369,187
42,24483,14827,5472,253,31
5,934341,330310,130813,7392,3408
36,838267,453623,39801,3350,1120
10,146648,36804,100,556,111
7,963400,295977,67247,5810,3556
38,391226,160373,47037,2432,1071
35,842865,54940,3635,1333,469
12,385624,215762,7985,4477,2050
16,898222,486853,132908,1686,186
51,8259,1902,425,33,13
29,446422,153450,51635,460,67
28,513242,190418,44941,1259,837
23,260339,5807,811,115,48
40,204622,72896,5615,1679,202
34,316339,30929,9003,164,100
8,411050,255714,34804,1157,242
35,126472,6394,926,14,3
31,632367,64130,5454,1530,44
33,310550,40232,14669,326,122
23,981949,143705,7143,3039,1747
49,301168,13917,1402,84,8
28,843461,94489,34862,1807,342
27,340271,173011,46296,874,182
49,637118,157402,4842,1675,900
27,27977,2020,566,41,24
39,409910,198181,53748,3092,1381
21,279292,43204,66,179,13
6,232230,61080,19214,645,39
14,610942,111023,43643,786,260
32,131980,35634,10064,590,385
44,529657,107533,27369,534,289
56,65467,5990,1497,40,18
49,561915,54341,16777,397,125
19,620363,54575,111,1093,371
19,136660,59857,4609,671,236
57,245747,114046,5261,550,132
53,344156,122993,34058,2407,1520
22,583829,85593,4801,1104,306
48,269695,73561,14893,1230,120
51,384834,143679,32475,2810,177
59,453745,142981,30630,1586,1027
48,608502,67310,16524,1318,507
51,496741,96583,446,2018,63
29,97584,8580,2615,56,4
57,350481,178900,65563,1972,164
5,97236,4042,33,63,26
36,502083,161355,11637,1187,100
41,238531,80465,8714,635,325
32,705199,295357,54785,1501,49
35,282846,172606,26382,3632,236
53,819274,308594,102981,2355,1467
54,156315,25488,7622,112,7
48,547743,324228,45400,4945,689
7,931007,455662,164314,10216,6809
58,706385,456631,174090,9027,5300
13,488043,138564,40926,2248,995
12,143318,29286,774,316,74
50,409576,269174,92459,2877,1006
7,497155,178411,20532,1833,975
34,197692,55516,13865,242,158
38,863413,232291,81919,1645,697
31,298836,179191,39138,2313,747
23,648888,254543,70117,5364,711
52,605938,282400,83374,890,192
33,885151,568550,79845,9700,2875
20,627800,61149,22759,1058,571
55,225707,142137,32102,987,429
29,161492,48544,3526,449,83
22,269619,18119,4039,451,45
32,95160,39452,3274,597,143
49,737177,460743,54550,8119,3372
9,546987,360080,79346,4537,2432
27,885521,209475,44286,1210,794
27,356747,99394,21016,1163,497
16,114288,22341,6673,284,186
32,5433,1602,381,12,1
22,6748,2373,387,37,4
18,5890,1501,580,24,1
39,642,49,5,0,0
45,7185,1771,577,28,0
21,9351,2068,416,49,15
19,242,94,8,0,0
19,2423,366,73,4,1
6,6584,677,43,10,1
35,7043,568,70,5,1
23,1122,404,91,6,0
37,4602,1329,44,22,5
51,9102,3064,296,24,3
43,7781,2744,1053,65,14
5,2884,886,233,18,3
6,6149,1288,397,11,1
44,2683,556,222,7,1
34,6241,679,84,2,0
20,479,54,10,0,0
32,564,62,8,0,
9,3011,226,22,5,1
52,2298,308,11,8,3
45,1940,128,28,1,0
26,7381,2663,317,46,14
49,3000,255,43,2,0
34,9353,2931,95,54,15
7,6808,897,17,14,5
58,9091,1376,390,9,1
27,8919,140,40,1,0
43,4393,777,86,3,1
25,4080,1311,90,17,5
45,2507,102,6,1,0
36,6616,1549,467,4,0
58,4143,914,164,1,0
20,6999,369,36,8,0
59,5297,672,206,2,1
37,101,1,0,0,0
20,7051,989,94,7,1
23,9942,1850,622,41,14
43,3327,867,168,18,3
13,3787,1110,393,23,9
29,5978,830,50,16,2
50,3982,1232,459,24,5
30,4151,852,284,4,1
5,6945,1544,157,24,1
28,4671,608,123,4,1
29,3831,1581,22,2,1
14,8526,2582,438,34,12
27,5388,1062,354,3,1
29,161,43,5,1,0
54,8873,2223,802,32,10
18,3933,1564,325,27,9
58,1481,455,4,9,0
41,3832,563,54,11,2
47,4566,759,204,13,0
19,4475,1678,356,30,11
57,8002,3194,45,24,5
26,6507,1909,736,37,8
44,8719,2999,413,56,13
23,8719,3011,146,59,3
45,5383,1454,102,11,3
60,6363,2222,588,25,9
24,9530,2714,76,27,1
8,9898,347,47,7,3
27,4325,1825,167,35,9
34,4363,1124,254,24,0
38,7698,2341,3,16,1
35,3271,1368,541,8,3
49,8361,1927,713,26,4
41,8603,1138,328,24,5
45,5872,1535,269,27,2
48,1795,120,5,1,0
34,1346,591,16,7,2
50,7710,1141,451,4,0
51,2514,518,105,10,0
51,4544,1454,487,33,12
51,5000,628,186,12,2
36,3304,1146,341,23,2
57,5683,1623,628,18,6
9,1646,91,19,0,0
42,1264,43,15,1,0
59,3583,310,13,0,0
45,4807,1003,224,15,1
44,5950,1000,95,18,5
7,1448,618,209,5,1
18,3095,647,35,13,4
31,4601,1129,393,27,8
55,4581,83,2,2,0
39,2418,958,105,19,4
27,8540,789,196,7,3
49,6269,2453,962,57,21
47,2363,555,166,13,1
22,5568,1033,6,17,3
36,7097,861,146,3,1
11,5338,751,284,17,5
10,5606,1872,253,46,3
17,153,50,4,0,0
13,1307,309,52,7,1
57,4246,460,137,2,1
15,6846,682,122,10,1
9,6676,2627,269,57,9
15,4461,1749,147,12,0
49,587,147,28,4,1
40,172,18,4,0,0
57,9961,841,47,14,4
59,8508,3084,641,62,17
40,2528,720,249,17,7
60,3380,1004,20,18,4
5,1294,249,82,1,0
54,1890,758,187,13,5
25,8581,3688,80,55,22
17,7982,862,105,15,0
59,6298,2009,349,7,1
5,2212,835,143,8,2
6,5117,1209,246,14,4
40,811,170,18,2,1
44,60,17,5,0,0
35,3954,1737,309,25,0
17,6513,97,4,1,0
40,5830,2578,748,28,3
7,3910,1632,239,14,3
22,2326,233,86,2,1
60,4811,1863,395,36,1
56,821,19,7,0,0
16,2761,932,1,8,2
12,5926,985,197,1,0
46,5787,599,9,13,2
58,120,13,1,0,0
9,4881,798,106,11,2
9,7886,211,2,1,0
12,8010,1355,115,9,3
13,1273,79,16,1,0
52,1907,523,66,1,0
35,4056,656,103,13,2
11,2952,360,48,8,2
37,8686,2085,615,37,1
37,8353,2653,175,8,0
48,6314,566,102,6,2
22,2481,929,118,17,1
28,3025,1140,110,21,7
26,5649,2081,419,25,8
17,2415,454,134,6,2
6,4895,1601,250,38,8
15,8713,2244,218,19,6
33,1728,187,16,5,1
14,825,271,14,4,1
34,1500,260,52,6,2
15,5815,89,27,1,0
11,6174,2252,375,15,2
15,1000,398,103,1,0
25,3771,918,64,2,0
23,3739,1568,549,17,6
18,272,56,19,1,0
23,4586,1916,255,13,4
14,5600,496,55,12,4
16,6620,863,88,6,1
54,2603,134,34,3,0
18,2913,81,15,1,0
10,5622,139,29,1,0
26,9807,2584,202,29,1
29,4392,1189,472,24,9
9,9572,1005,170,3,1
53,2521,279,35,1,0
60,6633,1683,324,38,5
46,2489,329,54,3,1
16,4924,1739,261,33,8
15,9964,4280,1053,66,4
12,3071,888,317,11,3
46,4537,48,9,1,0
43,532,44,13,1,0
55,8666,335,0,2,0
27,5517,1434,385,22,7
19,8339,1487,486,35,5
57,8130,1220,162,12,1
24,9768,3147,266,52,18
60,3408,492,190,11,3
34,6467,2310,109,33,7
44,7058,1607,298,19,5
8,8161,2785,595,60,11
22,4041,928,58,10,1
16,8068,2577,981,0,0
22,8019,3503,222,70,21
52,3930,212,41,4,0
25,1969,42,15,1,0
10,2231,323,98,1,0
32,9634,2869,1127,65,9
36,7433,1309,23,25,5
28,8735,2645,82,34,0
46,778,90,24,2,1
39,5635,1636,541,10,3
50,6817,567,137,1,0
51,2046,150,48,1,0
24,4320,986,194,23,0
40,7071,1628,446,33,2
10,6489,2729,506,59,9
24,4756,278,73,3,0
28,1915,302,33,0,0
59,4163,1238,254,15,2
44,2075,618,94,11,0
15,5951,2001,363,15,4
31,3465,1473,62,35,1
20,6314,142,52,1,0
27,9994,1258,71,5,2
52,5409,969,321,11,2
49,4276,254,9,6,0
34,7666,733,169,9,1
46,9938,2854,761,68,26
34,2687,502,8,10,4
27,2477,279,23,3,1
13,7457,993,100,7,2
49,4111,1035,180,3,1
50,9760,3722,330,18,5
16,3635,1420,479,32,1
58,1258,157,51,3,0
47,617,19,2,0,0
42,3709,168,51,3,1
60,1560,125,35,0,0
54,9464,3416,1162,74,1
34,7200,1459,458,22,6
18,1722,257,81,3,1
12,571,122,9,2,0
12,4312,158,31,2,0
42,7668,1059,263,19,1
57,6874,929,190,4,1
16,2678,664,145,8,2
43,4630,712,58,0,0
7,5580,1984,778,2,0
27,6734,183,42,3,1
23,2417,529,209,5,1
12,1324,153,8,3,0
17,9234,3967,590,97,28
55,763,86,26,2,1
47,3205,1314,6,5,1
43,2236,674,173,12,4
22,7213,2340,591,13,5
50,5014,71,12,1,0
32,1811,413,21,6,2
6,6704,994,386,4,0
9,5914,1406,450,32,10
43,4259,1626,533,32,5
58,1538,256,76,3,1
26,4541,1361,208,3,1
56,9525,1426,46,23,0
6,1985,282,68,2,0
58,672,268,88,3,1
60,3249,329,72,1,0
31,7869,2466,613,2,0
49,9015,2193,348,34,10
48,9849,891,156,2,1
12,496,1,0,0,0
45,9438,1493,135,14,3
7,9950,82,24,2,1
14,1184,7,2,0,0
45,5576,2102,766,42,10
34,5605,875,172,19,5
45,4363,582,40,2,0
21,1828,137,0,3,1
27,5140,355,98,7,2
5,6535,1554,6,28,11
48,7026,2404,263,59,10
36,7660,1959,103,26,8
24,3237,10,1,0,0
20,1352,306,60,7,2
50,7180,1535,353,8,3
14,5211,1238,182,1,0
23,5441,1571,254,32,2
35,2658,725,164,6,2
20,1737,76,20,1,0
16,5787,1878,517,20,5
5,9855,869,259,9,1
17,795,318,27,0,0
59,1784,226,18,3,0
40,2416,251,34,0,0
11,5235,1336,72,25,1
58,3760,146,14,2,0
29,4767,2106,819,30,6
20,8039,3351,850,43,12
58,7922,25,7,0,0
23,7159,2523,393,23,3
24,6833,2683,451,27,3
20,3808,1298,167,28,8
46,5070,1939,617,2,1
35,2363,189,1,4,0
15,1323,269,23,4,1
22,6990,2683,990,16,6
15,624,43,4,1,0
25,2234,254,100,1,0
57,9590,2605,236,10,2
38,1825,572,138,9,2
18,4812,1991,117,15,3
10,1344,423,164,1,0
47,117,50,3,1,0
49,172,59,3,1,0
14,5269,1121,18,13,4
51,1260,63,9,2,0
5,9493,3217,330,0,0
6,5793,2323,557,28,0
55,9537,2606,205,16,2
29,2488,838,331,8,1
32,3083,173,13,1,0
58,5035,704,151,12,4
42,1565,94,38,2,1
32,6209,2315,544,7,1
60,420,147,20,2,1
43,1811,386,116,10,0
12,5566,848,223,9,3
32,291,71,11,1,0
35,9355,2120,53,27,7
26,8019,443,59,5,0
46,6703,827,160,18,1
44,9428,1372,447,13,4
13,2829,447,168,3,1
37,5601,2419,99,57,10
55,6267,1358,44,16,2
50,3131,1263,321,9,1
23,9334,3679,1069,61,0
11,5741,808,199,2,0
45,888,8,1,0,0
36,397,60,9,1,0
55,6229,1907,710,30,7
26,317,1,0,0,0
18,3791,660,63,9,1
49,9653,184,61,1,0
36,1126,457,173,3,1
53,5019,1287,396,5,0
52,548,22,3,0,0
32,7271,2222,167,34,8
48,66,5,1,0,0
35,4844,1952,411,2,0
16,1448,396,143,5,2
51,2942,583,156,2,1
11,556,222,61,4,0
56,240,22,2,1,0
39,2926,205,73,1,0
9,9712,1126,78,5,0
24,9445,3131,528,8,3
6,5234,1955,199,49,1
58,6073,1232,170,27,7
46,4177,480,184,3,1
36,9048,1866,161,26,6
9,5053,543,38,11,2
33,3464,376,47,9,1
14,9474,3059,28,4,1
48,9304,3038,101,23,5
55,1007,59,2,1,0
11,4631,1935,255,40,5
39,804,348,4,3,0
30,774,37,2,0,0
19,5503,941,214,5,1
21,6675,2865,924,14,0
43,7348,3086,476,29,9
7,486,61,17,0,0
28,8408,429,110,5,1
35,8643,413,22,8,1
12,295,91,24,2,0
45,2861,240,92,2,0
32,8527,3777,417,7,1
23,7641,2894,326,55,19
51,8624,2495,450,34,3
36,8354,1282,416,15,1
19,1132,204,55,2,1
25,73,17,4,0,0
14,8491,752,40,9,3
52,5601,115,4,1,0
27,2933,895,145,1,0
16,3565,517,139,4,0
52,2051,215,33,1,0
46,6651,1961,369,38,1
7,1155,386,77,0,0
17,4085,302,24,4,0
17,3538,341,105,7,3
42,1062,125,2,1,0
55,1787,209,32,1,0
27,7519,447,97,11,3
7,9494,3032,304,1,0
37,1341,222,81,0,0
16,5744,2130,46,35,5
16,7495,561,106,4,2
12,8841,2631,761,25,4
47,1800,241,41,6,1
52,8263,229,89,5,0
48,9062,1107,66,4,0
38,6559,692,80,5,0
37,2651,41,5,1,0
12,8188,2530,996,39,12
48,3235,19,1,0,0
56,1676,604,235,15,0
15,3704,1609,93,7,2
14,9034,3744,18,89,22
32,8553,2804,397,3,1
5,6000,1699,515,39,14
18,5279,637,250,7,1
44,2953,859,67,2,1
46,4429,366,134,1,0
50,5438,1139,55,14,3
26,1924,325,25,0,0
6,4950,1293,467,24,0
48,9363,4130,1075,70,17
14,9404,1302,374,21,5
5,8208,3214,662,33,3
10,3946,716,226,17,1
58,7320,2861,1123,36,9
9,9918,2207,122,35,0
38,7196,2123,765,42,16
54,9054,848,13,16,3
20,3902,249,1,5,1
37,7831,362,60,4,0
48,1430,6,1,0,0
20,7524,3006,223,4,1
8,4500,1496,180,19,3
57,209,75,13,1,0
30,4332,1616,624,13,2
8,6876,2324,464,46,0
59,4667,1207,322,2,1
36,6834,2548,394,63,14
48,5648,1105,235,12,4
11,1525,228,5,5,1
22,5285,1401,51,19,3
54,5375,31,6,0,0
39,8165,137,0,0,0
11,9973,502,56,12,1
37,4386,501,125,0,0
27,1062,469,51,9,2
12,7428,720,195,8,2
30,8377,1647,306,18,5
5,3817,868,125,19,8
28,1398,581,125,3,0
47,1649,361,70,2,0
50,2654,1039,319,24,3
44,5712,392,58,9,2
60,4984,612,24,9,3
29,9047,2601,53,50,20
36,5921,977,181,2,0
51,9313,3321,318,13,0
35,4524,1300,376,12,4
10,4003,139,48,0,0
20,7729,953,56,20,1
12,3453,1083,399,4,1
8,6341,159,4,3,0
11,759,5,1,0,0
23,8443,1209,247,4,0
57,3721,424,140,9,1
9,2785,784,266,4,0
59,6492,1126,140,13,1
33,5857,2340,107,27,8
37,6512,1103,133,1,0
37,8977,733,15,5,0
25,882,39,8,0,0
17,779,20,3,0,0
60,3582,1526,115,16,3
7,2891,983,180,21,3
6,9655,2718,1025,28,0
24,5011,1581,219,38,10
7,2093,32,10,0,0
49,5548,664,17,12,1
35,4529,614,185,5,1
22,8284,903,76,3,0
52,5153,1998,289,24,8
33,9273,3075,86,25,4
57,9039,3332,766,24,9
31,121,42,5,0,0
35,6789,2522,176,26,1
42,2568,933,328,3,0
7,3658,1044,171,12,2
5,9048,3264,856,62,2
48,3564,1028,137,9,2
11,4110,140,54,3,1
51,8534,481,69,7,2
5,4617,1314,73,17,5
17,2313,906,280,8,0
42,3174,1147,341,8,3
53,4113,1600,479,37,2
11,6059,1933,366,43,5
11,9787,1570,182,31,2
59,9607,3130,966,53,10
48,3187,313,110,7,2
40,8724,420,22,1,0
9,5291,1879,26,39,6
15,5189,1449,561,25,5
25,7713,1812,216,28,3
32,650,244,44,4,2
56,1666,97,24,2,0
41,6921,238,29,5,2
5,5607,407,90,4,1
35,1311,124,25,0,0
30,3986,1665,608,14,4
6,4704,756,176,3,1
16,9799,2725,366,4,1
26,267,109,40,2,0
57,7264,2744,571,15,6
41,7601,2430,667,12,0
42,2930,90,13,0,0
25,4972,987,289,16,1
41,6405,2823,447,36,7
44,7861,3402,714,27,8
6,5267,736,147,5,2
17,6511,1764,327,30,12
24,7014,1021,210,20,5
29,3315,744,115,17,5
14,6619,960,368,13,5
49,7501,281,92,7,0
40,6121,2265,901,25,7
49,8583,2921,595,72,25
30,1722,249,98,3,1
52,4403,804,102,7,2
27,847,235,58,1,0
22,4027,1008,187,5,2
5,7742,947,229,21,6
59,5133,1669,587,34,1
26,2554,603,223,8,3
38,5941,2632,181,53,5
39,4787,524,55,4,1
19,1492,370,68,5,2
11,8745,225,74,5,2
60,5145,2071,135,8,3
33,1770,85,23,0,0
23,7261,586,113,8,3
23,9482,390,116,8,1
21,9742,2207,129,14,2
51,9867,2819,775,47,6
7,1586,124,22,1,0
23,1726,672,141,3,1
17,5765,725,232,16,0
47,7851,2399,256,35,13
37,5318,38,12,1,0
49,214,88,29,2,1
39,8816,3485,235,33,1
32,3469,893,169,8,2
47,6318,231,44,4,1
38,1797,488,43,4,2
47,1921,267,8,5,0
25,3433,836,65,14,4
15,963,32,4,1,0
21,9695,522,79,3,0
21,9495,3202,897,73,29
41,8297,1712,657,6,2
